Concurso,Data,bola 1,bola 2,bola 3,bola 4,bola 5,bola 6,Acertou
1251,22/01/2011,48,27,34,52,46,5,1
1250,19/01/2011,59,1,2,40,51,24,1
1249,15/01/2011,3,40,8,53,51,36,1
1248,12/1/2011,20,33,58,34,57,60,1
1247,8/1/2011,9,11,24,3,51,36,1
1246,5/1/2011,59,10,37,57,40,43,1
1245,31/12/2010,34,10,37,50,43,2,1
1244,24/12/2010,45,8,34,15,2,25,1
1243,22/12/2010,32,19,23,57,9,29,1
1242,20/12/2010,54,45,51,11,34,48,1
1241,18/12/2010,13,26,25,10,28,45,1
1240,15/12/2010,22,42,49,8,12,9,1
1239,11/12/2010,15,1,48,37,39,52,1
1238,8/12/2010,40,45,24,14,13,39,1
1237,4/12/2010,26,21,39,5,18,59,1
1236,1/12/2010,17,20,38,8,53,3,1
1235,27/11/2010,16,49,55,20,10,26,1
1234,24/11/2010,3,5,24,19,30,35,1
1233,20/11/2010,49,22,59,29,32,54,1
1232,17/11/2010,12,18,15,8,11,22,1
1231,13/11/2010,20,27,49,5,23,39,1
1230,10/11/2010,37,35,12,22,19,9,1
1229,6/11/2010,12,49,60,32,30,40,1
1228,3/11/2010,36,10,60,52,50,23,1
1227,30/10/2010,35,31,4,30,54,28,1
1226,27/10/2010,31,55,56,50,40,10,1
1225,23/10/2010,32,55,34,31,50,40,1
1224,20/10/2010,41,19,57,53,21,27,1
1223,16/10/2010,17,15,48,42,35,47,1
1222,13/10/2010,26,19,48,57,5,8,1
1221,9/10/2010,46,5,58,37,14,43,1
1220,6/10/2010,48,55,52,43,5,15,1
1219,2/10/2010,34,37,41,53,2,33,1
1218,29/09/2010,33,23,29,46,10,31,1
1217,25/09/2010,5,43,28,15,11,50,1
1216,22/09/2010,7,25,4,58,13,27,1
1215,18/09/2010,47,51,10,50,30,25,1
1214,15/09/2010,5,41,29,36,30,48,1
1213,11/9/2010,3,53,45,11,34,26,1
1212,8/9/2010,35,50,2,23,33,40,1
1211,4/9/2010,36,54,3,31,15,48,1
1210,1/9/2010,3,7,9,10,31,34,1
1209,28/08/2010,30,17,38,14,5,35,1
1208,25/08/2010,45,12,1,26,54,20,1
1207,21/08/2010,32,35,22,9,56,11,1
1206,18/08/2010,2,11,37,36,48,6,1
1205,14/08/2010,14,4,26,35,29,13,1
1204,11/8/2010,10,25,5,39,52,43,1
1203,7/8/2010,55,30,33,9,7,38,1
1202,4/8/2010,9,60,11,53,48,8,1
1201,31/07/2010,36,32,55,49,60,28,1
1200,28/07/2010,10,3,39,54,56,11,1
1199,24/07/2010,58,28,23,39,16,19,1
1198,21/07/2010,29,22,36,58,41,48,1
1197,17/07/2010,39,54,36,37,60,49,1
1196,14/07/2010,60,3,20,19,58,6,1
1195,10/7/2010,27,17,57,26,55,20,1
1194,7/7/2010,24,53,41,6,13,50,1
1193,3/7/2010,12,54,2,32,14,9,1
1192,30/06/2010,49,17,20,59,57,52,1
1191,26/06/2010,25,22,11,16,33,3,1
1190,23/06/2010,11,53,56,37,10,19,1
1189,19/06/2010,50,21,14,35,31,27,1
1188,16/06/2010,60,52,59,9,44,20,1
1187,12/6/2010,8,49,43,17,40,19,1
1186,9/6/2010,41,12,15,7,13,8,1
1185,5/6/2010,54,10,2,43,21,35,1
1184,2/6/2010,4,23,27,28,9,30,1
1183,29/05/2010,12,5,10,20,29,37,1
1182,26/05/2010,52,29,56,60,2,4,1
1181,22/05/2010,44,18,45,31,26,20,1
1180,19/05/2010,60,12,34,30,44,57,1
1179,15/05/2010,59,28,47,60,22,5,1
1178,12/5/2010,1,53,22,50,45,30,1
1177,8/5/2010,33,52,55,47,38,50,1
1176,5/5/2010,21,11,49,14,33,30,1
1175,30/04/2010,2,3,12,37,47,16,1
1174,28/04/2010,7,52,6,51,47,39,1
1173,24/04/2010,7,25,24,36,5,47,1
1172,20/04/2010,28,52,6,43,12,56,1
1171,17/04/2010,41,3,10,30,57,13,1
1170,14/04/2010,46,11,27,34,49,13,1
1169,10/4/2010,14,1,11,23,42,48,1
1168,7/4/2010,47,20,4,56,53,5,1
1167,3/4/2010,43,28,56,20,52,51,1
1166,31/03/2010,35,28,54,30,22,31,1
1165,27/03/2010,20,52,60,42,54,40,1
1164,24/03/2010,17,6,14,40,49,26,1
1163,20/03/2010,5,51,31,53,47,17,1
1162,17/03/2010,31,25,18,41,22,30,1
1161,13/03/2010,48,47,7,4,42,51,1
1160,10/3/2010,40,5,3,48,1,18,1
1159,6/3/2010,53,46,5,6,34,55,1
1158,3/3/2010,23,31,60,55,30,54,1
1157,27/02/2010,46,9,43,41,49,29,1
1156,24/02/2010,31,49,44,24,9,48,1
1155,20/02/2010,28,58,41,40,51,20,1
1154,17/02/2010,4,14,21,26,12,28,1
1153,13/02/2010,55,46,34,17,19,6,1
1152,10/2/2010,47,36,44,29,20,14,1
1151,6/2/2010,1,25,4,14,21,51,1
1150,3/2/2010,28,17,35,52,31,15,1
1149,30/01/2010,46,54,8,36,7,23,1
1148,27/01/2010,48,32,29,55,27,28,1
1147,23/01/2010,23,39,52,31,6,33,1
1146,20/01/2010,10,34,53,33,28,6,1
1145,16/01/2010,19,3,60,33,24,16,1
1144,13/01/2010,19,10,49,18,1,44,1
1143,9/1/2010,35,47,60,44,30,3,1
1142,6/1/2010,28,31,15,58,3,26,1
1141,2/1/2010,40,9,37,58,50,60,1
1140,31/12/2009,49,58,40,46,10,27,1
1139,26/12/2009,36,42,37,9,28,31,1
1138,24/12/2009,4,25,18,15,36,2,1
1137,22/12/2009,21,28,19,25,50,43,1
1136,19/12/2009,7,31,32,37,43,34,1
1135,16/12/2009,5,4,19,39,6,23,1
1134,12/12/2009,29,36,56,22,9,51,1
1133,9/12/2009,16,5,58,39,10,21,1
1132,5/12/2009,52,30,27,12,55,33,1
1131,2/12/2009,49,34,36,1,16,8,1
1130,28/11/2009,23,49,32,54,18,5,1
1129,25/11/2009,47,19,17,12,32,55,1
1128,21/11/2009,60,8,39,52,24,16,1
1127,18/11/2009,24,8,14,5,29,30,1
1126,14/11/2009,59,31,57,4,52,42,1
1125,11/11/2009,7,42,56,29,33,3,1
1124,7/11/2009,49,11,7,18,16,33,1
1123,4/11/2009,19,4,39,14,45,60,1
1122,31/10/2009,49,44,56,26,46,55,1
1121,28/10/2009,18,4,59,54,56,17,1
1120,24/10/2009,50,55,7,35,44,40,1
1119,21/10/2009,44,54,41,45,34,10,1
1118,17/10/2009,55,44,8,20,43,21,1
1117,14/10/2009,27,35,40,1,6,17,1
1116,10/10/2009,17,20,4,47,9,13,1
1115,7/10/2009,44,41,18,50,37,30,1
1114,3/10/2009,16,3,22,54,25,15,1
1113,30/09/2009,47,36,29,59,3,6,1
1112,26/09/2009,4,34,52,32,58,43,1
1111,23/09/2009,4,43,25,9,33,32,1
1110,19/09/2009,26,45,6,28,42,14,1
1109,16/09/2009,11,52,14,6,29,8,1
1108,12/9/2009,60,44,7,39,43,9,1
1107,9/9/2009,36,20,54,9,3,53,1
1106,5/9/2009,4,15,50,60,43,47,1
1105,2/9/2009,43,1,50,28,57,15,1
1104,29/08/2009,3,35,58,49,2,6,1
1103,26/08/2009,41,19,10,28,55,56,1
1102,22/08/2009,46,23,9,35,11,51,1
1101,19/08/2009,7,12,57,6,24,10,1
1100,15/08/2009,41,33,17,18,7,42,1
1099,12/8/2009,55,44,38,35,14,31,1
1098,8/8/2009,30,20,21,11,50,52,1
1097,5/8/2009,21,48,33,1,56,17,1
1096,1/8/2009,3,41,52,14,13,16,1
1095,29/07/2009,27,23,36,10,21,16,1
1094,25/07/2009,10,9,48,36,41,21,1
1093,22/07/2009,27,49,38,23,41,19,1
1092,18/07/2009,40,30,1,9,33,34,1
1091,15/07/2009,27,56,17,24,49,23,1
1090,11/7/2009,24,9,40,20,36,42,1
1089,8/7/2009,37,48,32,2,18,20,1
1088,4/7/2009,24,42,35,31,6,57,1
1087,1/7/2009,36,46,28,32,3,20,1
1086,27/06/2009,45,4,6,23,10,2,1
1085,24/06/2009,39,50,21,12,40,55,1
1084,20/06/2009,20,5,29,59,40,33,1
1083,17/06/2009,20,28,42,23,10,43,1
1082,13/06/2009,4,40,50,17,55,38,1
1081,10/6/2009,9,56,29,52,16,24,1
1080,6/6/2009,56,11,20,41,34,18,1
1079,3/6/2009,36,12,37,24,5,28,1
1078,30/05/2009,3,6,45,34,41,43,1
1077,27/05/2009,11,6,18,5,37,9,1
1076,23/05/2009,32,33,10,19,42,4,1
1075,20/05/2009,53,39,16,21,10,12,1
1074,16/05/2009,3,47,10,50,29,23,1
1073,13/05/2009,44,36,32,8,34,25,1
1072,9/5/2009,19,18,54,47,43,9,1
1071,6/5/2009,5,37,43,7,53,54,1
1070,2/5/2009,41,53,8,23,5,16,1
1069,29/04/2009,28,17,49,53,45,9,1
1068,25/04/2009,44,48,25,57,27,47,1
1067,22/04/2009,14,10,56,25,4,28,1
1066,18/04/2009,10,43,49,32,25,6,1
1065,15/04/2009,7,57,19,43,39,30,1
1064,11/4/2009,28,4,19,16,49,29,1
1063,8/4/2009,49,1,22,47,44,50,1
1062,4/4/2009,55,8,2,37,23,33,1
1061,1/4/2009,9,41,56,23,21,30,1
1060,28/03/2009,1,41,3,18,16,42,1
1059,25/03/2009,37,1,14,45,12,16,1
1058,21/03/2009,20,51,57,45,24,18,1
1057,18/03/2009,15,49,59,4,3,2,1
1056,14/03/2009,38,8,50,53,59,6,1
1055,11/3/2009,27,32,15,12,20,16,1
1054,7/3/2009,41,27,13,60,14,18,1
1053,4/3/2009,15,42,27,53,34,49,1
1052,28/02/2009,8,11,16,15,57,52,1
1051,25/02/2009,57,11,7,43,10,13,1
1050,21/02/2009,60,14,45,24,33,26,1
1049,18/02/2009,34,17,52,5,2,29,1
1048,14/02/2009,57,3,38,21,28,16,1
1047,11/2/2009,1,2,10,48,14,8,1
1046,7/2/2009,57,40,28,42,54,55,1
1045,4/2/2009,31,6,5,17,50,1,1
1044,31/01/2009,58,10,39,11,13,35,1
1043,28/01/2009,25,14,51,48,60,21,1
1042,24/01/2009,25,46,51,18,13,30,1
1041,21/01/2009,12,10,36,54,44,57,1
1040,17/01/2009,44,1,28,55,6,39,1
1039,14/01/2009,52,2,20,27,36,24,1
1038,10/1/2009,51,7,6,28,35,43,1
1037,7/1/2009,56,36,4,44,46,53,1
1036,3/1/2009,27,39,36,10,41,52,1
1035,31/12/2008,51,60,1,11,59,26,1
1034,27/12/2008,20,42,1,3,49,18,1
1033,24/12/2008,39,6,5,33,54,17,1
1032,20/12/2008,57,43,15,29,26,16,1
1031,17/12/2008,49,33,24,40,46,43,1
1030,13/12/2008,57,8,54,1,23,37,1
1029,10/12/2008,17,5,16,24,20,32,1
1028,6/12/2008,54,26,34,51,20,52,1
1027,3/12/2008,20,18,47,44,60,33,1
1026,29/11/2008,10,33,51,53,6,17,1
1025,26/11/2008,52,40,29,27,28,10,1
1024,22/11/2008,28,53,18,39,22,29,1
1023,19/11/2008,45,40,2,7,18,8,1
1022,16/11/2008,31,21,40,39,56,5,1
1021,12/11/2008,42,55,51,43,2,33,1
1020,8/11/2008,19,32,52,1,2,39,1
1019,5/11/2008,29,47,4,13,46,23,1
1018,1/11/2008,55,51,58,9,44,24,1
1017,29/10/2008,31,51,19,6,56,34,1
1016,25/10/2008,11,9,25,5,60,20,1
1015,22/10/2008,49,8,28,3,26,17,1
1014,18/10/2008,60,57,9,25,8,41,1
1013,15/10/2008,7,9,20,41,12,19,1
1012,11/10/2008,47,19,58,14,40,55,1
1011,8/10/2008,30,2,52,21,11,35,1
1010,4/10/2008,2,46,3,37,13,54,1
1009,1/10/2008,34,12,1,6,58,29,1
1008,27/09/2008,7,15,42,48,34,13,1
1007,24/09/2008,49,27,4,36,52,37,1
1006,20/09/2008,48,17,4,33,55,2,1
1005,17/09/2008,6,41,4,37,12,42,1
1004,13/09/2008,45,47,29,40,44,43,1
1003,10/9/2008,10,27,23,5,16,26,1
1002,6/9/2008,3,31,7,25,40,58,1
1001,3/9/2008,15,37,27,12,60,51,1
1000,30/08/2008,49,58,53,39,38,29,1
999,27/08/2008,44,36,55,58,18,24,1
998,23/08/2008,28,21,4,32,3,22,1
997,20/08/2008,18,53,55,32,9,17,1
996,16/08/2008,21,23,20,7,29,15,1
995,13/08/2008,4,54,55,36,16,31,1
994,9/8/2008,44,40,58,29,3,20,1
993,6/8/2008,26,25,42,60,5,24,1
992,2/8/2008,6,8,4,1,25,28,1
991,30/07/2008,8,38,60,41,15,9,1
990,26/07/2008,29,18,2,15,10,39,1
989,23/07/2008,38,21,27,2,29,32,1
988,19/07/2008,48,17,46,56,60,8,1
987,16/07/2008,47,27,13,31,34,58,1
986,12/7/2008,32,6,31,24,15,19,1
985,9/7/2008,4,56,18,59,46,16,1
984,5/7/2008,46,20,4,43,47,10,1
983,2/7/2008,38,45,40,16,32,22,1
982,28/06/2008,12,24,8,40,43,49,1
981,25/06/2008,8,41,53,1,58,34,1
980,21/06/2008,35,17,59,15,36,29,1
979,18/06/2008,28,3,39,51,31,15,1
978,14/06/2008,42,58,12,18,16,27,1
977,11/6/2008,17,3,9,32,7,5,1
976,7/6/2008,28,53,38,23,14,25,1
975,4/6/2008,33,9,37,40,41,30,1
974,31/05/2008,45,20,38,31,16,12,1
973,28/05/2008,53,36,8,30,1,47,1
972,24/05/2008,33,18,15,56,31,34,1
971,21/05/2008,4,14,33,44,11,45,1
970,17/05/2008,57,34,5,54,28,21,1
969,14/05/2008,56,35,50,13,41,25,1
968,10/5/2008,30,4,13,60,51,1,1
967,7/5/2008,18,14,57,30,13,5,1
966,3/5/2008,1,58,26,28,4,41,1
965,30/04/2008,36,39,57,58,5,30,1
964,26/04/2008,42,13,33,20,8,26,1
963,23/04/2008,37,17,15,50,48,59,1
962,19/04/2008,2,48,49,40,55,11,1
961,16/04/2008,16,53,2,4,21,36,1
960,12/4/2008,34,6,33,18,53,19,1
959,9/4/2008,57,3,5,11,33,39,1
958,5/4/2008,13,22,7,33,51,48,1
957,2/4/2008,50,32,25,34,57,24,1
956,29/03/2008,46,51,47,59,54,57,1
955,26/03/2008,35,5,32,21,33,12,1
954,22/03/2008,8,5,24,18,57,33,1
953,19/03/2008,55,48,1,39,16,42,1
952,15/03/2008,54,11,27,18,2,30,1
951,12/3/2008,49,24,39,34,55,14,1
950,8/3/2008,48,59,49,41,42,23,1
949,5/3/2008,44,1,51,52,41,23,1
948,1/3/2008,22,44,41,46,52,54,1
947,27/02/2008,33,11,3,58,14,5,1
946,23/02/2008,59,1,47,5,52,12,1
945,20/02/2008,44,8,59,54,4,27,1
944,16/02/2008,16,58,43,37,52,59,1
943,13/02/2008,47,41,58,3,23,12,1
942,9/2/2008,5,52,18,8,59,42,1
941,6/2/2008,11,15,10,27,60,53,1
940,2/2/2008,25,33,51,31,5,37,1
939,30/01/2008,6,23,19,50,37,49,1
938,26/01/2008,35,15,27,57,50,59,1
937,23/01/2008,22,41,2,30,21,52,1
936,19/01/2008,5,33,14,29,44,22,1
935,16/01/2008,7,45,18,13,29,31,1
934,12/1/2008,25,48,44,3,21,1,1
933,9/1/2008,25,39,45,51,8,14,1
932,5/1/2008,2,21,42,53,36,17,1
931,31/12/2007,17,34,7,36,39,19,1
930,22/12/2007,46,20,55,37,28,49,1
929,19/12/2007,16,49,35,39,57,27,1
928,15/12/2007,32,10,49,60,4,33,1
927,12/12/2007,36,26,31,23,19,33,1
926,8/12/2007,40,41,34,33,21,59,1
925,5/12/2007,52,37,46,8,22,36,1
924,1/12/2007,51,27,60,21,20,2,1
923,28/11/2007,53,39,2,50,57,15,1
922,24/11/2007,41,49,45,19,13,12,1
921,21/11/2007,35,41,1,57,9,48,1
920,17/11/2007,17,57,55,24,52,5,1
919,14/11/2007,43,25,41,60,31,3,1
918,10/11/2007,38,44,8,4,12,52,1
917,7/11/2007,23,59,25,47,46,30,1
916,3/11/2007,33,37,5,38,28,36,1
915,31/10/2007,20,28,49,26,17,48,1
914,27/10/2007,33,51,9,23,45,12,1
913,24/10/2007,30,14,59,36,46,38,1
912,20/10/2007,26,21,54,4,19,29,1
911,17/10/2007,49,46,1,29,6,28,1
910,13/10/2007,53,29,36,3,15,27,1
909,10/10/2007,42,17,26,38,28,22,1
908,6/10/2007,19,1,9,25,50,52,1
907,3/10/2007,9,41,53,37,36,51,1
906,29/09/2007,35,39,29,24,7,14,1
905,26/09/2007,4,15,57,55,2,16,1
904,22/09/2007,32,44,59,53,48,51,1
903,19/09/2007,17,5,32,55,20,41,1
902,15/09/2007,52,55,23,50,58,18,1
901,12/9/2007,32,34,16,13,56,33,1
900,8/9/2007,4,21,59,18,38,34,1
899,5/9/2007,58,18,54,36,53,20,1
898,1/9/2007,4,8,3,54,45,30,1
897,29/08/2007,21,57,46,22,7,43,1
896,25/08/2007,31,11,41,35,22,5,1
895,22/08/2007,2,55,41,43,57,58,1
894,18/08/2007,37,24,44,28,20,41,1
893,15/08/2007,56,53,51,26,18,3,1
892,11/8/2007,1,49,52,42,19,44,1
891,8/8/2007,15,22,19,35,34,16,1
890,4/8/2007,9,21,22,7,17,54,1
889,1/8/2007,34,54,20,39,60,24,1
888,28/07/2007,50,24,40,54,52,60,1
887,25/07/2007,44,12,32,21,1,34,1
886,21/07/2007,50,55,37,33,59,17,1
885,18/07/2007,13,4,31,33,47,51,1
884,14/07/2007,22,11,2,14,39,12,1
883,11/7/2007,21,37,60,32,52,53,1
882,7/7/2007,42,45,44,60,41,17,1
881,4/7/2007,43,24,4,51,18,56,1
880,30/06/2007,51,30,49,25,37,46,1
879,27/06/2007,29,10,46,35,42,28,1
878,23/06/2007,37,12,43,38,11,54,1
877,20/06/2007,13,15,20,31,28,36,1
876,16/06/2007,4,12,41,45,60,8,1
875,13/06/2007,53,18,36,58,24,20,1
874,9/6/2007,59,20,52,42,44,10,1
873,6/6/2007,57,59,4,34,19,30,1
872,2/6/2007,18,55,58,43,31,5,1
871,30/05/2007,17,5,58,1,47,10,1
870,26/05/2007,52,8,43,34,40,21,1
869,23/05/2007,29,42,50,51,49,27,1
868,19/05/2007,57,51,21,22,25,40,1
867,16/05/2007,54,26,28,19,44,10,1
866,12/5/2007,36,48,27,40,5,46,1
865,9/5/2007,27,23,41,51,26,53,1
864,5/5/2007,31,11,33,42,57,8,1
863,2/5/2007,32,53,50,57,15,24,1
862,28/04/2007,19,35,12,2,11,8,1
861,25/04/2007,42,40,60,59,47,39,1
860,23/04/2007,22,8,17,42,44,2,1
859,18/04/2007,46,47,12,57,34,9,1
858,14/04/2007,31,37,54,23,4,18,1
857,11/4/2007,17,59,49,2,3,50,1
856,7/4/2007,11,40,41,47,15,42,1
855,4/4/2007,42,3,24,53,43,31,1
854,31/03/2007,17,3,24,27,44,25,1
853,28/03/2007,51,30,59,46,38,56,1
852,24/03/2007,14,38,6,23,44,34,1
851,21/03/2007,16,32,35,58,19,3,1
850,17/03/2007,60,22,59,25,44,7,1
849,14/03/2007,8,39,9,58,44,49,1
848,10/3/2007,56,34,17,32,47,27,1
847,7/3/2007,42,14,44,27,15,48,1
846,3/3/2007,47,54,2,50,3,44,1
845,28/02/2007,40,48,19,20,14,52,1
844,24/02/2007,54,24,44,57,34,16,1
843,17/02/2007,34,48,1,16,45,36,1
842,14/02/2007,51,44,60,9,7,30,1
841,10/2/2007,36,51,32,22,38,7,1
840,7/2/2007,43,29,35,59,31,17,1
839,3/2/2007,11,18,8,7,37,43,1
838,31/01/2007,9,30,47,38,23,44,1
837,27/01/2007,16,5,24,34,6,60,1
836,24/01/2007,28,22,38,17,52,59,1
835,20/01/2007,58,31,57,49,33,18,1
834,17/01/2007,44,10,17,16,51,34,1
833,13/01/2007,53,58,57,16,46,13,1
832,10/1/2007,17,49,15,33,39,23,1
831,6/1/2007,3,50,48,42,32,33,1
830,3/1/2007,53,51,2,41,13,49,1
829,31/12/2006,32,50,14,47,10,56,1
828,23/12/2006,23,50,53,42,28,38,1
827,21/12/2006,24,56,30,51,42,18,1
826,19/12/2006,45,6,8,7,53,27,1
825,16/12/2006,28,21,40,10,41,47,1
824,13/12/2006,33,48,6,7,20,9,1
823,9/12/2006,15,26,59,1,54,51,1
822,6/12/2006,4,17,41,10,27,52,1
821,2/12/2006,4,29,38,36,33,42,1
820,29/11/2006,17,45,32,21,10,46,1
819,25/11/2006,51,5,58,46,25,19,1
818,22/11/2006,44,41,22,8,9,25,1
817,18/11/2006,34,43,29,30,10,52,1
816,16/11/2006,21,47,40,52,30,20,1
815,11/11/2006,57,50,9,39,37,19,1
814,8/11/2006,11,2,46,50,8,41,1
813,4/11/2006,23,15,56,46,9,45,1
812,1/11/2006,57,39,54,11,38,13,1
811,28/10/2006,32,57,28,41,10,47,1
810,25/10/2006,4,33,1,48,5,37,1
809,21/10/2006,25,23,11,5,30,15,1
808,18/10/2006,15,21,31,46,2,57,1
807,14/10/2006,8,27,2,32,56,49,1
806,12/10/2006,60,41,47,26,35,18,1
805,7/10/2006,30,2,48,60,43,36,1
804,4/10/2006,13,59,37,56,3,47,1
803,30/09/2006,10,57,28,3,5,21,1
802,27/09/2006,14,24,60,6,18,48,1
801,23/09/2006,20,22,11,19,48,42,1
800,20/09/2006,1,7,56,11,37,38,1
799,16/09/2006,29,35,19,57,42,55,1
798,13/09/2006,32,9,4,52,29,3,1
797,9/9/2006,58,48,52,47,12,6,1
796,6/9/2006,19,24,43,34,39,5,1
795,2/9/2006,14,36,21,29,26,48,1
794,30/08/2006,56,47,55,38,42,3,1
793,26/08/2006,3,51,33,15,16,57,1
792,23/08/2006,43,56,9,45,29,34,1
791,19/08/2006,42,35,19,9,14,58,1
790,16/08/2006,22,2,19,28,43,6,1
789,12/8/2006,60,39,31,38,6,50,1
788,9/8/2006,31,57,17,19,29,44,1
787,5/8/2006,37,31,20,60,34,54,1
786,2/8/2006,27,31,26,11,10,41,1
785,29/07/2006,35,5,37,8,48,17,1
784,26/07/2006,42,56,8,37,27,53,1
783,22/07/2006,43,21,48,8,4,32,1
782,19/07/2006,11,23,59,42,35,2,1
781,15/07/2006,10,54,8,39,56,13,1
780,12/7/2006,10,50,28,51,59,7,1
779,8/7/2006,36,54,52,25,29,26,1
778,5/7/2006,45,20,36,37,31,51,1
777,1/7/2006,14,50,23,2,28,56,1
776,28/06/2006,57,35,60,41,3,15,1
775,24/06/2006,27,12,46,47,42,50,1
774,21/06/2006,37,5,54,58,46,10,1
773,17/06/2006,3,5,51,29,34,14,1
772,14/06/2006,38,51,52,60,10,35,1
771,10/6/2006,29,46,34,47,21,14,1
770,7/6/2006,4,34,25,35,48,12,1
769,3/6/2006,20,21,50,29,12,16,1
768,31/05/2006,33,37,59,30,4,8,1
767,27/05/2006,22,50,32,38,54,15,1
766,24/05/2006,1,50,19,42,24,58,1
765,21/05/2006,3,37,50,16,30,10,1
764,18/05/2006,7,3,55,47,53,45,1
763,13/05/2006,40,47,1,48,9,26,1
762,10/5/2006,39,9,21,12,37,54,1
761,6/5/2006,56,29,17,13,27,40,1
760,3/5/2006,12,17,60,44,46,45,1
759,29/04/2006,59,39,30,31,48,45,1
758,26/04/2006,47,59,1,23,36,43,1
757,22/04/2006,17,32,12,18,58,30,1
756,19/04/2006,37,50,41,5,38,27,1
755,15/04/2006,59,30,47,12,4,49,1
754,12/4/2006,4,42,34,50,3,13,1
753,8/4/2006,59,35,43,22,7,2,1
752,5/4/2006,25,4,29,42,24,23,1
751,1/4/2006,4,25,38,50,20,7,1
750,29/03/2006,58,17,54,10,42,33,1
749,25/03/2006,24,47,4,57,48,50,1
748,22/03/2006,1,7,19,51,35,2,1
747,18/03/2006,21,23,56,12,3,2,1
746,15/03/2006,49,12,10,57,25,1,1
745,11/3/2006,21,57,37,16,43,2,1
744,8/3/2006,26,46,12,23,39,4,1
743,4/3/2006,54,20,32,60,25,23,1
742,1/3/2006,34,17,7,41,2,50,1
741,25/02/2006,26,39,27,24,59,36,1
740,22/02/2006,29,47,12,50,16,28,1
739,18/02/2006,6,45,56,49,35,10,1
738,15/02/2006,15,30,14,42,26,54,1
737,11/2/2006,33,12,24,38,11,32,1
736,8/2/2006,1,21,38,41,56,49,1
735,4/2/2006,40,42,15,52,38,9,1
734,1/2/2006,44,45,27,29,43,54,1
733,28/01/2006,12,26,31,43,46,2,1
732,25/01/2006,49,19,53,50,17,6,1
731,21/01/2006,35,6,15,23,28,16,1
730,18/01/2006,45,15,2,54,16,50,1
729,14/01/2006,33,56,18,57,43,5,1
728,11/1/2006,44,42,13,8,24,32,1
727,7/1/2006,14,42,12,4,59,30,1
726,4/1/2006,40,47,1,5,7,37,1
725,31/12/2005,49,9,3,35,37,41,1
724,21/12/2005,34,51,55,17,48,27,1
723,17/12/2005,16,6,52,1,36,50,1
722,14/12/2005,60,36,57,18,44,9,1
721,10/12/2005,14,3,23,55,36,25,1
720,7/12/2005,12,56,44,51,31,54,1
719,3/12/2005,39,47,37,53,32,3,1
718,30/11/2005,7,35,21,39,58,33,1
717,26/11/2005,28,35,41,17,6,23,1
716,23/11/2005,29,2,7,50,16,32,1
715,19/11/2005,54,36,12,4,33,24,1
714,16/11/2005,17,53,39,8,7,35,1
713,12/11/2005,46,1,26,16,12,54,1
712,9/11/2005,35,7,53,58,8,43,1
711,5/11/2005,10,5,41,59,40,33,1
710,29/10/2005,46,25,5,49,39,34,1
709,26/10/2005,29,22,44,9,6,4,1
708,22/10/2005,45,13,39,47,9,7,1
707,19/10/2005,51,8,1,43,10,36,1
706,15/10/2005,22,10,17,7,2,60,1
705,8/10/2005,3,15,11,13,26,43,1
704,5/10/2005,2,27,50,34,18,4,1
703,1/10/2005,30,24,2,45,11,27,1
702,28/09/2005,1,56,18,58,45,57,1
701,24/09/2005,13,1,31,23,60,48,1
700,21/09/2005,2,3,24,40,31,14,1
699,19/09/2005,53,17,50,23,54,48,1
698,14/09/2005,22,8,27,43,55,12,1
697,10/9/2005,53,35,32,31,28,51,1
696,3/9/2005,37,16,34,57,53,9,1
695,31/08/2005,13,40,21,52,6,11,1
694,27/08/2005,15,19,29,53,37,41,1
693,24/08/2005,14,50,41,17,31,13,1
692,20/08/2005,33,18,60,11,58,57,1
691,17/08/2005,55,16,58,8,37,50,1
690,13/08/2005,15,41,8,47,12,53,1
689,10/8/2005,6,60,7,31,49,51,1
688,6/8/2005,47,30,52,11,21,35,1
687,3/8/2005,59,48,1,7,41,14,1
686,30/07/2005,33,5,4,54,15,26,1
685,27/07/2005,33,27,5,56,12,43,1
684,23/07/2005,50,37,33,40,19,17,1
683,20/07/2005,43,40,12,11,2,35,1
682,16/07/2005,60,37,47,36,4,27,1
681,13/07/2005,59,21,53,25,58,38,1
680,9/7/2005,44,2,26,5,3,22,1
679,6/7/2005,37,21,54,3,58,25,1
678,2/7/2005,44,46,31,14,40,42,1
677,29/06/2005,25,10,48,8,32,55,1
676,25/06/2005,49,32,15,9,41,42,1
675,22/06/2005,50,42,30,25,43,24,1
674,18/06/2005,22,32,18,29,42,38,1
673,15/06/2005,6,40,37,11,20,34,1
672,11/6/2005,43,34,53,38,28,24,1
671,8/6/2005,27,16,39,51,9,38,1
670,4/6/2005,42,59,58,37,48,22,1
669,1/6/2005,7,41,24,40,49,27,1
668,28/05/2005,49,33,56,2,14,1,1
667,25/05/2005,5,23,16,4,49,1,1
666,21/05/2005,7,26,16,29,45,55,1
665,18/05/2005,8,47,7,48,25,18,1
664,14/05/2005,12,1,55,59,38,36,1
663,11/5/2005,1,49,30,55,27,51,1
662,7/5/2005,4,60,56,25,18,23,1
661,4/5/2005,42,40,27,4,55,36,1
660,30/04/2005,53,5,38,54,46,11,1
659,27/04/2005,14,29,40,34,51,52,1
658,23/04/2005,41,20,36,3,11,6,1
657,20/04/2005,20,59,58,33,60,16,1
